model,condition,seed,DMS_id,MSA_Potts,Evo_Conservation,MSA_Conditioned,ESM_Masked,AR_PLM,xTrimoPGLM,Inverse_Folding,Struct_PLM,Struct_MSA_Hybrid,CNN_RNN
Qwen/Qwen3-14B,cot_only,0,GLPA_HUMAN_Elazar_2016,3.0,2.0,3.0,8.0,9.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,GRB2_HUMAN_Faure_2021,9.0,4.0,9.0,7.0,7.0,6.0,3.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,HCP_LAMBD_Tsuboyama_2023_2L6Q,6.0,3.0,7.0,8.0,9.0,7.0,4.0,5.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,HECD1_HUMAN_Tsuboyama_2023_3DKM,7.0,3.0,9.0,8.0,8.0,7.0,9.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,HEM3_HUMAN_Loggerenberg_2023,9.0,5.0,8.0,7.0,4.0,7.0,3.0,3.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,HIS7_YEAST_Pokusaeva_2019,9.0,7.0,9.0,8.0,7.0,6.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,HMDH_HUMAN_Jiang_2019,2.0,1.0,2.0,8.0,5.0,7.0,1.0,3.0,3.0,0.0
Qwen/Qwen3-14B,cot_only,0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,9.0,4.0,8.0,7.0,7.0,6.0,5.0,10.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,HSP82_YEAST_Flynn_2019,8.0,3.0,9.0,7.0,6.0,7.0,4.0,5.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,HSP82_YEAST_Mishra_2016,9.0,6.0,8.0,7.0,4.0,7.0,3.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,HXK4_HUMAN_Gersing_2022_activity,9.0,3.0,10.0,5.0,4.0,7.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,HXK4_HUMAN_Gersing_2023_abundance,9.0,7.0,8.0,7.0,6.0,5.0,3.0,4.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,I6TAH8_I68A0_Doud_2015,8.0,3.0,9.0,7.0,6.0,7.0,2.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,IF1_ECOLI_Kelsic_2016,10.0,8.0,10.0,7.0,6.0,7.0,3.0,5.0,4.0,2.0
Qwen/Qwen3-14B,cot_only,0,ILF3_HUMAN_Tsuboyama_2023_2L33,9.0,3.0,9.0,7.0,6.0,7.0,10.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,ISDH_STAAW_Tsuboyama_2023_2LHR,10.0,5.0,9.0,7.0,4.0,5.0,10.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,KCNE1_HUMAN_Muhammad_2023_expression,6.0,3.0,7.0,8.0,9.0,8.0,5.0,7.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,KCNE1_HUMAN_Muhammad_2023_function,9.0,3.0,8.0,5.0,2.0,7.0,6.0,10.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,KCNH2_HUMAN_Kozek_2020,7.0,3.0,8.0,5.0,4.0,6.0,9.0,10.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,KCNJ2_MOUSE_Coyote-Maestas_2022_function,7.0,3.0,8.0,6.0,5.0,7.0,9.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,8.0,3.0,7.0,9.0,4.0,8.0,5.0,7.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,KKA2_KLEPN_Melnikov_2014,10.0,6.0,9.0,8.0,4.0,7.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,LGK_LIPST_Klesmith_2015,9.0,7.0,8.0,7.0,5.0,6.0,3.0,4.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,LYAM1_HUMAN_Elazar_2016,6.0,2.0,5.0,7.0,8.0,7.0,9.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,MAFG_MOUSE_Tsuboyama_2023_1K1V,9.0,4.0,10.0,8.0,5.0,9.0,7.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,MBD11_ARATH_Tsuboyama_2023_6ACV,7.0,3.0,6.0,8.0,9.0,7.0,8.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,MET_HUMAN_Estevam_2023,9.0,3.0,8.0,7.0,6.0,7.0,4.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,MK01_HUMAN_Brenan_2016,9.0,4.0,8.0,7.0,6.0,7.0,3.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,MLAC_ECOLI_MacRae_2023,9.0,5.0,8.0,7.0,3.0,6.0,4.0,5.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,MSH2_HUMAN_Jia_2020,9.0,3.0,8.0,10.0,7.0,6.0,2.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,MTH3_HAEAE_RockahShmuel_2015,9.0,5.0,8.0,7.0,6.0,7.0,4.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,MTHR_HUMAN_Weile_2021,2.0,5.0,3.0,9.0,8.0,7.0,4.0,5.0,2.0,1.0
Qwen/Qwen3-14B,cot_only,0,MYO3_YEAST_Tsuboyama_2023_2BTT,9.0,5.0,8.0,7.0,6.0,7.0,4.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,NCAP_I34A1_Doud_2015,7.0,6.0,7.0,5.0,5.0,6.0,3.0,4.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,NKX31_HUMAN_Tsuboyama_2023_2L9R,10.0,3.0,9.0,8.0,6.0,7.0,5.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,NPC1_HUMAN_Erwood_2022_HEK293T,2.0,1.0,2.0,9.0,5.0,8.0,4.0,6.0,2.0,1.0
Qwen/Qwen3-14B,cot_only,0,NRAM_I33A0_Jiang_2016,3.0,2.0,3.0,7.0,2.0,4.0,1.0,2.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,NUD15_HUMAN_Suiter_2020,10.0,2.0,8.0,9.0,8.0,7.0,1.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,NUSA_ECOLI_Tsuboyama_2023_1WCL,9.0,3.0,10.0,5.0,4.0,6.0,8.0,10.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,NUSG_MYCTU_Tsuboyama_2023_2MI6,10.0,5.0,9.0,6.0,4.0,5.0,7.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,OBSCN_HUMAN_Tsuboyama_2023_1V1C,10.0,3.0,9.0,7.0,6.0,8.0,10.0,9.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,ODP2_GEOSE_Tsuboyama_2023_1W4G,10.0,3.0,9.0,8.0,8.0,7.0,5.0,7.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,OPSD_HUMAN_Wan_2019,10.0,3.0,9.0,8.0,8.0,7.0,2.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,OTC_HUMAN_Lo_2023,8.0,3.0,7.0,9.0,9.0,6.0,8.0,9.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,OTU7A_HUMAN_Tsuboyama_2023_2L2D,10.0,2.0,10.0,8.0,4.0,7.0,9.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,OXDA_RHOTO_Vanella_2023_activity,10.0,3.0,9.0,7.0,6.0,5.0,1.0,2.0,4.0,0.0
Qwen/Qwen3-14B,cot_only,0,OXDA_RHOTO_Vanella_2023_expression,9.0,5.0,8.0,7.0,6.0,7.0,4.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,P53_HUMAN_Giacomelli_2018_Null_Etoposide,2.0,2.0,3.0,9.0,8.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,P53_HUMAN_Giacomelli_2018_Null_Nutlin,2.0,2.0,3.0,9.0,8.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,P53_HUMAN_Giacomelli_2018_WT_Nutlin,2.0,2.0,3.0,9.0,8.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,P53_HUMAN_Kotler_2018,2.0,3.0,3.0,9.0,8.0,7.0,2.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,P84126_THETH_Chan_2017,9.0,3.0,8.0,6.0,5.0,7.0,4.0,5.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,PABP_YEAST_Melamed_2013,7.0,3.0,9.0,6.0,5.0,7.0,2.0,4.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,PAI1_HUMAN_Huttinger_2021,8.0,3.0,7.0,9.0,8.0,6.0,2.0,4.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,PA_I34A1_Wu_2015,9.0,4.0,8.0,5.0,3.0,6.0,2.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,PHOT_CHLRE_Chen_2023,10.0,3.0,9.0,8.0,4.0,7.0,6.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,PIN1_HUMAN_Tsuboyama_2023_1I6C,9.0,3.0,9.0,7.0,6.0,7.0,10.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,PITX2_HUMAN_Tsuboyama_2023_2L7M,9.0,3.0,8.0,9.0,7.0,8.0,10.0,7.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,PKN1_HUMAN_Tsuboyama_2023_1URF,10.0,3.0,9.0,8.0,4.0,7.0,6.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,POLG_CXB3N_Mattenberger_2021,3.0,5.0,3.0,7.0,7.0,6.0,2.0,2.0,2.0,1.0
Qwen/Qwen3-14B,cot_only,0,POLG_DEN26_Suphatrakul_2023,2.0,2.0,3.0,8.0,9.0,5.0,1.0,4.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,POLG_HCVJF_Qi_2014,9.0,5.0,8.0,6.0,4.0,5.0,3.0,4.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,POLG_PESV_Tsuboyama_2023_2MXD,9.0,8.0,9.0,7.0,5.0,6.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,PPARG_HUMAN_Majithia_2016,8.0,7.0,6.0,9.0,9.0,8.0,6.0,7.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,PPM1D_HUMAN_Miller_2022,3.0,2.0,3.0,8.0,6.0,7.0,4.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,PR40A_HUMAN_Tsuboyama_2023_1UZC,6.0,3.0,8.0,7.0,7.0,7.0,9.0,8.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,PRKN_HUMAN_Clausen_2023,2.0,1.0,2.0,7.0,3.0,6.0,9.0,8.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,PSAE_PICP2_Tsuboyama_2023_1PSE,5.0,3.0,6.0,7.0,5.0,4.0,9.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,PTEN_HUMAN_Matreyek_2021,9.0,4.0,8.0,7.0,7.0,6.0,2.0,3.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,PTEN_HUMAN_Mighell_2018,9.0,4.0,8.0,10.0,9.0,7.0,5.0,8.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,Q2N0S5_9HIV1_Haddox_2018,8.0,5.0,7.0,9.0,8.0,6.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,9.0,3.0,7.0,6.0,6.0,5.0,8.0,8.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,Q53Z42_HUMAN_McShan_2019_expression,9.0,7.0,8.0,6.0,5.0,5.0,2.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,Q59976_STRSQ_Romero_2015,9.0,4.0,8.0,7.0,6.0,5.0,7.0,9.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,Q6WV12_9MAXI_Somermeyer_2022,2.0,2.0,3.0,8.0,9.0,6.0,1.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,Q837P4_ENTFA_Meier_2023,7.0,3.0,8.0,6.0,5.0,4.0,2.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,Q837P5_ENTFA_Meier_2023,9.0,4.0,8.0,7.0,5.0,6.0,3.0,4.0,7.0,2.0
Qwen/Qwen3-14B,cot_only,0,Q8WTC7_9CNID_Somermeyer_2022,2.0,3.0,3.0,8.0,9.0,7.0,2.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,R1AB_SARS2_Flynn_2022,9.0,4.0,10.0,7.0,3.0,6.0,2.0,8.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,RAD_ANTMA_Tsuboyama_2023_2CJJ,9.0,4.0,9.0,8.0,5.0,6.0,10.0,9.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,RAF1_HUMAN_Zinkus-Boltz_2019,2.0,3.0,3.0,8.0,9.0,7.0,1.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,RASH_HUMAN_Bandaru_2017,10.0,3.0,9.0,7.0,6.0,4.0,1.0,5.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,RASK_HUMAN_Weng_2022_abundance,10.0,8.0,9.0,7.0,6.0,5.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,RASK_HUMAN_Weng_2022_binding-DARPin_K55,10.0,3.0,9.0,8.0,4.0,7.0,6.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,RBP1_HUMAN_Tsuboyama_2023_2KWH,10.0,3.0,9.0,7.0,4.0,6.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,RCD1_ARATH_Tsuboyama_2023_5OAO,7.0,3.0,8.0,9.0,8.0,6.0,7.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,RCRO_LAMBD_Tsuboyama_2023_1ORC,10.0,3.0,9.0,7.0,6.0,5.0,4.0,8.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,RD23A_HUMAN_Tsuboyama_2023_1IFY,10.0,3.0,9.0,7.0,6.0,8.0,10.0,9.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,RDRP_I33A0_Li_2023,9.0,7.0,8.0,6.0,5.0,7.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,REV_HV1H2_Fernandes_2016,7.0,2.0,10.0,6.0,5.0,8.0,1.0,1.0,9.0,0.0
Qwen/Qwen3-14B,cot_only,0,RFAH_ECOLI_Tsuboyama_2023_2LCL,10.0,3.0,9.0,7.0,2.0,6.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,RL20_AQUAE_Tsuboyama_2023_1GYZ,9.0,5.0,8.0,7.0,6.0,7.0,4.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,RL40A_YEAST_Mavor_2016,9.0,3.0,8.0,7.0,7.0,7.0,4.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,RL40A_YEAST_Roscoe_2013,7.0,6.0,5.0,9.0,3.0,8.0,2.0,2.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,RL40A_YEAST_Roscoe_2014,9.0,3.0,8.0,7.0,6.0,5.0,2.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,RNC_ECOLI_Weeks_2023,9.0,3.0,8.0,7.0,6.0,7.0,4.0,8.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,RPC1_BP434_Tsuboyama_2023_1R69,9.0,5.0,8.0,7.0,6.0,7.0,4.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,RPC1_LAMBD_Li_2019_high-expression,9.0,4.0,10.0,8.0,6.0,5.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,RPC1_LAMBD_Li_2019_low-expression,9.0,4.0,10.0,8.0,6.0,5.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,RS15_GEOSE_Tsuboyama_2023_1A32,9.0,3.0,8.0,6.0,5.0,7.0,8.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,S22A1_HUMAN_Yee_2023_abundance,9.0,7.0,8.0,8.0,7.0,6.0,3.0,4.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,S22A1_HUMAN_Yee_2023_activity,9.0,3.0,8.0,7.0,6.0,5.0,7.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SAV1_MOUSE_Tsuboyama_2023_2YSB,9.0,3.0,10.0,7.0,6.0,8.0,10.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,SBI_STAAM_Tsuboyama_2023_2JVG,7.0,3.0,6.0,8.0,4.0,7.0,9.0,10.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SC6A4_HUMAN_Young_2021,7.0,3.0,8.0,6.0,5.0,4.0,2.0,5.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,SCIN_STAAR_Tsuboyama_2023_2QFF,10.0,3.0,9.0,8.0,7.0,6.0,5.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,SCN5A_HUMAN_Glazer_2019,9.0,7.0,8.0,8.0,6.0,7.0,9.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SDA_BACSU_Tsuboyama_2023_1PV0,9.0,7.0,8.0,6.0,5.0,7.0,5.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SERC_HUMAN_Xie_2023,10.0,3.0,9.0,8.0,4.0,7.0,2.0,5.0,6.0,1.0
Qwen/Qwen3-14B,cot_only,0,SHOC2_HUMAN_Kwon_2022,9.0,5.0,8.0,10.0,9.0,7.0,4.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SOX30_HUMAN_Tsuboyama_2023_7JJK,10.0,3.0,10.0,8.0,4.0,7.0,6.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,SPA_STAAU_Tsuboyama_2023_1LP1,9.0,3.0,8.0,5.0,4.0,5.0,10.0,10.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,SPG1_STRSG_Olson_2014,1.0,2.0,1.0,9.0,8.0,7.0,5.0,6.0,1.0,0.0
Qwen/Qwen3-14B,cot_only,0,SPG1_STRSG_Wu_2016,9.0,6.0,8.0,7.0,5.0,6.0,4.0,7.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SPG2_STRSG_Tsuboyama_2023_5UBS,9.0,7.0,8.0,5.0,4.0,5.0,3.0,4.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,SPIKE_SARS2_Starr_2020_binding,6.0,3.0,5.0,7.0,6.0,5.0,9.0,8.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,SPIKE_SARS2_Starr_2020_expression,7.0,5.0,8.0,9.0,4.0,7.0,3.0,6.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,SPTN1_CHICK_Tsuboyama_2023_1TUD,10.0,3.0,9.0,8.0,5.0,7.0,10.0,9.0,9.0,2.0
Qwen/Qwen3-14B,cot_only,0,SQSTM_MOUSE_Tsuboyama_2023_2RRU,7.0,3.0,6.0,8.0,7.0,5.0,9.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SR43C_ARATH_Tsuboyama_2023_2N88,10.0,3.0,9.0,8.0,4.0,7.0,5.0,9.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SRBS1_HUMAN_Tsuboyama_2023_2O2W,10.0,2.0,9.0,7.0,3.0,6.0,5.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,SRC_HUMAN_Ahler_2019,7.0,3.0,6.0,9.0,8.0,7.0,4.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,6.0,3.0,8.0,7.0,2.0,5.0,4.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,SRC_HUMAN_Nguyen_2022,9.0,3.0,8.0,7.0,7.0,6.0,5.0,6.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SUMO1_HUMAN_Weile_2017,9.0,3.0,9.0,8.0,8.0,7.0,4.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,SYUA_HUMAN_Newberry_2020,9.0,7.0,8.0,8.0,7.0,6.0,4.0,5.0,5.0,2.0
Qwen/Qwen3-14B,cot_only,0,TADBP_HUMAN_Bolognesi_2019,2.0,1.0,2.0,9.0,7.0,8.0,3.0,4.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,TAT_HV1BR_Fernandes_2016,9.0,3.0,8.0,7.0,6.0,7.0,2.0,3.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,TCRG1_MOUSE_Tsuboyama_2023_1E0L,9.0,4.0,8.0,7.0,3.0,6.0,10.0,8.0,9.0,1.0
Qwen/Qwen3-14B,cot_only,0,THO1_YEAST_Tsuboyama_2023_2WQG,10.0,3.0,9.0,8.0,4.0,7.0,10.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,TNKS2_HUMAN_Tsuboyama_2023_5JRT,10.0,3.0,9.0,7.0,4.0,6.0,5.0,8.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,TPK1_HUMAN_Weile_2017,8.0,5.0,7.0,9.0,9.0,6.0,3.0,4.0,5.0,1.0
Qwen/Qwen3-14B,cot_only,0,TPMT_HUMAN_Matreyek_2018,9.0,5.0,8.0,7.0,7.0,6.0,4.0,5.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,TPOR_HUMAN_Bridgford_2020,2.0,2.0,3.0,8.0,9.0,7.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,TRPC_SACS2_Chan_2017,9.0,5.0,8.0,6.0,4.0,5.0,3.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,TRPC_THEMA_Chan_2017,9.0,6.0,8.0,5.0,4.0,5.0,3.0,3.0,7.0,1.0
Qwen/Qwen3-14B,cot_only,0,UBC9_HUMAN_Weile_2017,8.0,2.0,9.0,7.0,7.0,6.0,3.0,5.0,4.0,1.0
Qwen/Qwen3-14B,cot_only,0,UBE4B_HUMAN_Tsuboyama_2023_3L1X,10.0,3.0,9.0,7.0,4.0,6.0,5.0,8.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,UBE4B_MOUSE_Starita_2013,2.0,1.0,3.0,9.0,8.0,7.0,1.0,4.0,2.0,0.0
Qwen/Qwen3-14B,cot_only,0,UBR5_HUMAN_Tsuboyama_2023_1I2T,9.0,3.0,8.0,7.0,4.0,5.0,10.0,9.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,VG08_BPP22_Tsuboyama_2023_2GP8,10.0,2.0,10.0,8.0,7.0,6.0,9.0,9.0,10.0,1.0
Qwen/Qwen3-14B,cot_only,0,VILI_CHICK_Tsuboyama_2023_1YU5,10.0,4.0,9.0,8.0,5.0,7.0,9.0,9.0,10.0,2.0
Qwen/Qwen3-14B,cot_only,0,VKOR1_HUMAN_Chiasson_2020_abundance,9.0,4.0,8.0,6.0,5.0,5.0,3.0,7.0,6.0,2.0
Qwen/Qwen3-14B,cot_only,0,VKOR1_HUMAN_Chiasson_2020_activity,9.0,4.0,9.0,8.0,7.0,6.0,3.0,3.0,4.0,2.0
Qwen/Qwen3-14B,cot_only,0,VRPI_BPT7_Tsuboyama_2023_2WNM,9.0,8.0,9.0,5.0,5.0,6.0,4.0,7.0,8.0,2.0
Qwen/Qwen3-14B,cot_only,0,YAIA_ECOLI_Tsuboyama_2023_2KVT,9.0,4.0,8.0,5.0,3.0,3.0,6.0,7.0,8.0,1.0
Qwen/Qwen3-14B,cot_only,0,YAP1_HUMAN_Araya_2012,2.0,1.0,2.0,8.0,3.0,7.0,9.0,9.0,3.0,1.0
Qwen/Qwen3-14B,cot_only,0,YNZC_BACSU_Tsuboyama_2023_2JVD,9.0,3.0,10.0,7.0,6.0,5.0,4.0,5.0,8.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,CAR11_HUMAN_Meitlis_2020_gof,3.0,3.0,4.0,8.0,4.0,7.0,2.0,6.0,5.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,F7YBW8_MESOW_Ding_2023,6.0,3.0,8.0,7.0,5.0,4.0,3.0,7.0,9.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,GCN4_YEAST_Staller_2018,3.0,2.0,4.0,8.0,3.0,5.0,9.0,7.0,6.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,5.0,4.0,8.0,7.0,6.0,7.0,5.0,9.0,8.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,MYO3_YEAST_Tsuboyama_2023_2BTT,7.0,4.0,8.0,8.0,5.0,5.0,6.0,7.0,9.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,OBSCN_HUMAN_Tsuboyama_2023_1V1C,8.0,3.0,8.0,7.0,7.0,6.0,9.0,10.0,9.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,ODP2_GEOSE_Tsuboyama_2023_1W4G,5.0,5.0,8.0,9.0,4.0,7.0,2.0,6.0,7.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,POLG_PESV_Tsuboyama_2023_2MXD,6.0,5.0,8.0,7.0,5.0,7.0,4.0,8.0,9.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,PTEN_HUMAN_Matreyek_2021,6.0,5.0,6.0,9.0,5.0,8.0,4.0,7.0,7.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,6.0,2.0,7.0,8.0,5.0,5.0,4.0,9.0,8.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,RCRO_LAMBD_Tsuboyama_2023_1ORC,6.0,5.0,7.0,8.0,5.0,7.0,4.0,8.0,9.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,RL20_AQUAE_Tsuboyama_2023_1GYZ,6.0,5.0,9.0,7.0,5.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,RPC1_BP434_Tsuboyama_2023_1R69,7.0,5.0,8.0,7.0,5.0,6.0,4.0,6.0,8.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,SPG1_STRSG_Olson_2014,2.0,1.0,3.0,7.0,4.0,6.0,8.0,9.0,5.0,2.0
Qwen/Qwen3-14B,cot_only_shuf,0,THO1_YEAST_Tsuboyama_2023_2WQG,7.0,5.0,8.0,7.0,4.0,6.0,9.0,8.0,10.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,TPK1_HUMAN_Weile_2017,6.0,5.0,8.0,8.0,4.0,7.0,7.0,8.0,9.0,3.0
Qwen/Qwen3-14B,cot_only_shuf,0,TRPC_SACS2_Chan_2017,7.0,5.0,9.0,8.0,4.0,7.0,6.0,8.0,9.0,3.0
